Wall time,Step,Value
1681758116.1836655,0,0.7533413171768188
1681758129.0473855,1,0.22626034915447235
1681758143.1997414,2,0.08619466423988342
1681758156.8039153,3,0.05442401394248009
1681758171.6460643,4,0.04741250351071358
1681758185.2396784,5,0.039654817432165146
1681758195.1255736,6,0.02873815782368183
1681758210.2648864,7,0.03929362818598747
1681758221.613255,8,0.029536224901676178
1681758237.8712103,9,0.04112168774008751
1681758247.267334,10,0.025051800534129143
1681758258.7647629,11,0.028115861117839813
1681758273.8263237,12,0.03710683435201645
1681758288.940681,13,0.03656061738729477
1681758299.686465,14,0.025860054418444633
1681758313.3667233,15,0.033080317080020905
1681758326.1751602,16,0.030754849314689636
1681758337.7351863,17,0.028149565681815147
1681758348.3833382,18,0.025824837386608124
1681758362.740794,19,0.035108067095279694
1681758377.627075,20,0.03561129793524742
1681758390.588243,21,0.030725494027137756
1681758403.3488538,22,0.031054066494107246
1681758420.4737382,23,0.04117945581674576
1681758433.9473357,24,0.03312020003795624
1681758449.531966,25,0.03740794211626053
1681758463.9972646,26,0.035009969025850296
1681758477.4614515,27,0.03310762345790863
1681758493.2752328,28,0.03769269585609436
1681758506.7810194,29,0.032545238733291626
1681758522.5508955,30,0.03752415254712105
1681758534.5060766,31,0.029487816616892815
1681758553.0556672,32,0.044850487262010574
1681758569.3709326,33,0.039621226489543915
1681758577.985587,34,0.021005770191550255
